keyword,search_volume,intent,commercial_value,difficulty,current_position,target_position,primary_owning_url,role,secondary_supporting_urls,title_coverage,meta_coverage,h1_coverage,h2_coverage,body_coverage,faq_coverage,internal_anchor_coverage,cannibalisation_risk,competitor_gap,serp_similarity,optimization_score,next_action,silo,page_visitors,page_pageviews,page_conversions,page_seconds,page_bounce,gsc_clicks,gsc_impressions,gsc_ctr,gsc_position,gsc_ranking_url,demand_share
ramadan catering dubai,40,commercial,0,,16,10,/ramadan-catering-dubai,primary,/iftar-catering-dubai /ramadan-catering-guide-dubai /site-map,True,True,True,True,5,True,exact,low,no tracked competitor in top 30,1.0,10,hold — nothing to do,Seasonal and Occasions,0,0,0,,,0,3,0,16.3,/festive-catering-dubai,0.025
wedding catering dubai,40,commercial,0,,42,10,/wedding-catering-dubai,primary,/blog/dinner-party-menu-ideas-dubai /blog/grazing-table-vs-buffet-dubai /blog/nye-party-catering-dubai /blog/wedding-catering-cost-dubai /buffet-vs-plated-dubai /case-studies,True,True,True,True,5,False,exact,medium — many bodies say it,"no tracked competitor in top 30, we #34",1.0,9,"answer a FAQ that contains it; Google ranks /wedding-catering-menu-planning-dubai for this, not the owner — move the keyword or the content",Catering,3,6,0,,,0,177,0,42.5,/wedding-catering-menu-planning-dubai,1.475
food catering companies in dubai,30,commercial,136.5,,,10,/,sub,,False,False,False,False,0,False,none,medium — SERP looks like another page,no tracked competitor in top 30,0.0,0,write one sentence that says it,Brand / Homepage,206,374,0,,1.0,,,,,,
chef to chef dubai,30,informational,0,5,13,10,/apartment-private-dining-dubai,sub,,False,False,False,False,1,False,none,medium — SERP looks like another page,"no tracked competitor in top 30, we #13",0.08,2,a second natural mention,Dining Experiences,0,0,0,,,,,,,,
lebanese catering dubai,30,commercial,56.7,,,10,/arabic-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.21,3,a second natural mention,Cuisines and Dietary,7,8,0,,,,,,,,
best indian catering in dubai,30,commercial,0,,,10,/asian-catering-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Cuisines and Dietary,1,1,0,,,,,,,,
live bbq catering dubai,30,transactional,0,,21,10,/bbq-catering-dubai,sub,,False,True,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.3,2,write one sentence that says it,Catering,5,6,0,,,0,1,0,21,/bbq-catering-dubai,0.011
corporate catering companies,30,commercial,548.7,,60,10,/best-catering-companies-dubai,sub,/corporate-retainer-dubai,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,4,"a second natural mention; Google ranks /blog/corporate-event-catering-ideas-dubai for this, not the owner — move the keyword or the content",Catering,0,0,0,,,0,22,0,59.6,/blog/corporate-event-catering-ideas-dubai,0.244
grazing table ideas,30,informational,23.4,,,10,/blog/grazing-table-vs-buffet-dubai,sub,,False,False,False,True,3,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,2,remove it from the heading (subs live in sentences),Blog and Guides,1,1,0,,,,,,,,
vegan menu plan,30,informational,72.3,,,10,/blog/vegan-catering-dubai-guide,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,3,a second natural mention,Blog and Guides,1,1,0,,,,,,,,
chefs table dubai,30,informational,15.0,32,,10,/chefs-table-dubai,primary,/site-map /tasting-menu-dubai,True,True,True,True,7,True,exact,low,no tracked competitor in top 30,1.0,10,hold — nothing to do,Private Chef,0,0,0,,,,,,,,
cocktail making class dubai,30,commercial,0,,,10,/cocktail-party-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,3,a second natural mention,Catering,4,4,0,,,,,,,,
corporate catering services in dubai,30,commercial,294.9,,52,10,/corporate-catering-checklist-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,3,"a second natural mention; Google ranks /blog/corporate-event-catering-ideas-dubai for this, not the owner — move the keyword or the content; merge → /best-catering-companies-dubai",Blog and Guides,2,2,0,,,0,30,0,51.8,/blog/corporate-event-catering-ideas-dubai,0.333
italian catering dubai,30,commercial,184.8,,8,10,/italian-catering-dubai,primary,/site-map,True,True,True,True,7,True,exact,low,no tracked competitor in top 30,1.0,10,hold — nothing to do,Cuisines and Dietary,6,9,0,,,0,4,0,7.5,/italian-catering-dubai,0.044
live station catering dubai,30,commercial,113.1,,,10,/live-cooking-stations-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.21,3,a second natural mention,Catering,2,2,0,,,,,,,,
catering business dubai,30,commercial,0,,,10,/locations/business-bay,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,1,write one sentence that says it,Locations,0,0,0,,,,,,,,
dubai hills business lunch,30,informational,33.0,,,10,/locations/dubai-hills,sub,,False,False,False,False,1,True,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,5,a second natural mention,Locations,1,1,0,,,,,,,,
business lunch in jlt,30,informational,36.3,,,10,/locations/jlt,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,1,write one sentence that says it,Locations,7,8,0,,,,,,,,
luxury dinner cruise dubai marina,30,transactional,70.5,,,10,/luxury-dinner-planning-guide-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,3,a second natural mention,Blog and Guides,1,1,0,,,,,,,,
hire chef dubai,30,transactional,106.2,0,31,10,/our-chefs,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #31",0.38,3,a second natural mention; merge → /locations/downtown-dubai,Private Chef,6,6,0,,,,,,,,
dubai marina yacht dinner cruise,30,informational,33.3,14,,10,/partners/yacht-charters-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,1,write one sentence that says it,Partners / Recruit,0,0,0,,,,,,,,
meal prep service dubai,30,commercial,403.2,,,10,/weekly-meal-prep-dubai,sub,,False,False,False,False,1,False,partial,low,no tracked competitor in top 30,0.75,3,a second natural mention,Private Chef,8,10,0,,,,,,,,
arabic catering dubai,20,commercial,21.8,,49,10,/arabic-catering-dubai,primary,/desert-dining-dubai /halal-catering-dubai /ramadan-catering-guide-dubai /site-map,True,True,True,True,5,True,exact,low,no tracked competitor in top 30,1.0,10,hold — nothing to do,Cuisines and Dietary,7,8,0,,,0,3,0,49.3,/arabic-catering-dubai,0.05
private beach dinner dubai,20,transactional,50.4,20,,10,/blog/best-private-chef-birthday-dinner-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,3,a second natural mention,Blog and Guides,1,1,0,,,,,,,,
christmas dinner catering dubai,20,commercial,0,,41,10,/christmas-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.3,3,"a second natural mention; Google ranks /festive-catering-dubai for this, not the owner — move the keyword or the content",Seasonal and Occasions,4,4,0,,,0,28,0,41.3,/festive-catering-dubai,0.467
corporate catering companies in dubai,20,commercial,0,,,10,/corporate-retainer-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.2,3,a second natural mention; merge → /best-catering-companies-dubai,Corporate Catering,1,1,0,,,,,,,,
diwali catering dubai,20,transactional,0,,33,10,/diwali-catering-dubai,primary,/site-map,True,True,True,True,8,True,exact,low,no tracked competitor in top 30,1.0,10,hold — nothing to do,Seasonal and Occasions,0,0,0,,,0,9,0,32.7,/festive-catering-dubai,0.15
dubai food exhibition 2026,20,informational,0,,,10,/exhibition-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,3,a second natural mention,Corporate Catering,0,0,0,,,,,,,,
full time private chef dubai,20,transactional,58.8,,42,10,/full-time-private-chef-dubai,primary,/site-map,True,True,True,True,3,True,exact,low,no tracked competitor in top 30,1.0,10,hold — nothing to do,Private Chef,1,1,0,,,0,1,0,42,/,0.017
catering services al quoz,20,commercial,55.4,,,10,/locations/al-barsha,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,1,write one sentence that says it,Locations,2,2,0,,,,,,,,
fine dining in difc,20,informational,0,,,10,/locations/difc,sub,,False,False,False,False,1,True,partial,low,no tracked competitor in top 30,,5,a second natural mention,Locations,5,5,0,,,,,,,,
luxury dinner in dubai,20,informational,23.2,,,10,/luxury-dinner-planning-guide-dubai,sub,,False,True,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.08,2,write one sentence that says it,Blog and Guides,1,1,0,,,,,,,,
couples cooking class dubai,20,transactional,37.8,,,10,/private-cooking-classes-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.36,3,a second natural mention,Dining Experiences,5,7,0,,,,,,,,
sushi catering dubai,20,commercial,28.2,,,10,/sushi-catering-dubai,primary,/asian-catering-dubai /chefs-table-dubai /site-map,True,True,True,True,7,True,exact,low,no tracked competitor in top 30,1.0,10,hold — nothing to do,Cuisines and Dietary,2,2,0,,,,,,,,
vegan catering dubai,20,commercial,12.2,,,10,/vegan-catering-dubai,primary,/blog/vegan-catering-dubai-guide /site-map /vegetarian-catering-dubai,True,True,True,True,5,True,exact,low,no tracked competitor in top 30,1.0,10,hold — nothing to do,Cuisines and Dietary,2,2,0,,,,,,,,
vegetarian catering dubai,20,commercial,12.2,,,10,/vegetarian-catering-dubai,primary,/jain-catering-dubai /site-map /vegan-catering-dubai,True,True,True,True,5,True,exact,low,no tracked competitor in top 30,1.0,10,hold — nothing to do,Cuisines and Dietary,0,0,0,,,,,,,,
wedding catering services in dubai,20,commercial,0,,89,10,/wedding-catering-checklist-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,1,write one sentence that says it,Blog and Guides,3,6,0,,,0,3,0,89.3,/wedding-catering-dubai,0.05
healthy meal prep dubai,20,transactional,277.0,,,10,/wellness-meal-prep-dubai,primary,,True,True,True,True,3,False,partial,low,no tracked competitor in top 30,1.0,8,answer a FAQ that contains it; get an inbound link with this anchor,Private Chef,2,3,0,,,,,,,,
yacht catering menu,20,informational,0,,22,10,/yacht-catering-checklist-dubai,sub,/partners/yacht-charters-dubai,False,False,False,True,1,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #19",0.31,1,"a second natural mention; remove it from the heading (subs live in sentences); Google ranks /yacht-catering-guide-dubai for this, not the owner — move the keyword or the content",Blog and Guides,0,0,0,,,0,33,0,21.9,/yacht-catering-guide-dubai,0.55
chef recruitment agencies in dubai,10,commercial,0,,,10,/about,sub,,False,False,False,False,1,False,none,medium — SERP looks like another page,no tracked competitor in top 30,0.0,2,a second natural mention,Brand / Homepage,26,47,0,,,,,,,,
private chef and catering,10,commercial,0,,25,10,/become-a-mychef,sub,/ /brunch-catering-dubai /faq /founding-customer-offer /iftar-catering-dubai /italian-catering-dubai,False,False,False,False,1,False,partial,medium — many bodies say it,"no tracked competitor in top 30, we #25",0.0,4,a second natural mention,Partners / Recruit,2,2,0,,,,,,,,
leading catering company in dubai,10,commercial,15.0,,,10,/best-catering-companies-dubai,sub,/blog/vegan-catering-dubai-guide,False,False,False,False,1,False,partial,low,no tracked competitor in top 30,0.5,4,a second natural mention,Catering,0,0,0,,,,,,,,
top catering companies dubai,10,commercial,0,,,10,/best-catering-companies-dubai,sub,,False,False,False,False,1,False,partial,low,no tracked competitor in top 30,0.57,3,a second natural mention,Catering,0,0,0,,,,,,,,
book a private chef,10,transactional,0,,20,10,/blog/best-private-chef-birthday-dinner-dubai,sub,/blog/how-much-does-private-chef-cost-dubai /blog/how-to-hire-a-private-chef-dubai /blog/iftar-at-home-dubai /blog/private-chef-palm-jumeirah-guide /blog/private-chef-vs-restaurant-dubai /catering-dubai,False,False,False,False,1,False,partial,medium — many bodies say it,"no tracked competitor in top 30, we #20",0.27,4,a second natural mention,Blog and Guides,1,1,0,,,,,,,,
private chef dinner menu,10,transactional,0,,31,10,/blog/best-private-chef-birthday-dinner-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #31",0.17,3,a second natural mention,Blog and Guides,1,1,0,,,,,,,,
brunch ideas at home easy,10,informational,0,,,10,/blog/brunch-at-home-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,3,a second natural mention,Blog and Guides,1,1,0,,,,,,,,
corporate catering in dubai,10,commercial,66.7,,40,10,/blog/corporate-event-catering-ideas-dubai,sub,/blog /blog/corporate-catering-full-service-vs-drop-off /business-lunch-catering-dubai /conference-catering-dubai /corporate /corporate-catering-checklist-dubai,False,False,False,False,2,False,partial,medium — many bodies say it,no tracked competitor in top 30,0.44,6,merge → /corporate,Blog and Guides,1,1,0,,,0,3,0,39.7,/blog/corporate-event-catering-ideas-dubai,0.1
event catering menu ideas,10,commercial,0,,,10,/blog/corporate-event-catering-ideas-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,3,a second natural mention,Blog and Guides,1,1,0,,,,,,,,
what is event catering,10,informational,0,,,10,/blog/corporate-event-catering-ideas-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,1,write one sentence that says it,Blog and Guides,1,1,0,,,,,,,,
how much is dinner in dubai,10,commercial,0,,,10,/blog/desert-dinner-party-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,1,write one sentence that says it,Blog and Guides,0,0,0,,,,,,,,
